1,-2.506366051
1,1.468610328
0,0.075325725
1,2.419977033
0,0.018637182
1,0.247324532
0,-1.159659338
0,1.194549388
1,-1.650887883
0,-0.065235385
1,0.289407468
0,1.485664639
0,-1.884415289
1,0.967708962
1,-2.387281549
0,0.759057502
0,-2.943944971
0,-1.481841578
0,0.709201284
0,-2.739538273
0,-3.614003532
1,-1.584567847
0,-1.05230863
0,-0.346474321
0,-0.563009079
1,3.653727002
1,3.080253646
0,-0.638333727
1,3.142689433
1,2.291651303
1,-0.8033672
1,1.986298124
1,2.957312501
1,-1.071546167
1,4.319804895
1,0.478056208
1,2.831399396
0,-1.495623676
0,1.680116293
0,-0.082535986
0,-0.398141248
1,-0.487724763
0,0.462085827
1,1.159181872
0,-0.63704493
1,-1.097166602
0,3.614219624
0,1.159553685
0,-1.039889129
1,2.184905605
1,0.581561643
1,1.460519089
1,1.324026228
0,1.982118125
1,-1.841426787
1,-0.22805862
1,1.911054228
1,-0.765006269
0,0.068684861
0,1.553437195
1,0.648781316
0,2.260598374
1,3.736725415
0,2.333588542
1,0.274825269
1,-0.602617639
1,2.100763352
0,1.945529696
0,0.688692598
1,-0.305225705
0,-2.234776854
1,-0.224352541
0,0.699581108
0,1.658298541
0,-0.820567709
1,1.865375328
1,0.542480167
1,1.070082995
0,1.407133728
0,0.556413145
1,0.928631541
0,0.879520624
0,-0.627031016
1,3.312910083
0,-3.033574383
1,1.798465883
1,1.219980268
0,-1.825736813
1,0.853215347
1,-0.075259482
0,0.449101273
1,-0.157873888
1,3.309916822
1,3.654920087
0,2.322422466
1,1.478857916
1,3.340377491
0,-1.280581767
0,-1.838046922
0,-1.444624179
1,0.032619267
0,2.106925117
0,1.647661577
1,-0.625697431
1,4.60973963
0,-0.828996694
0,-0.262261746
1,2.337127699
1,0.06875793
0,1.51695814
1,2.414137562
1,-0.977345631
1,0.690393891
1,0.647161044
0,-1.422548023
0,-0.03505908
0,0.9552605
1,0.432250808
0,-0.713493134
1,1.742962852
1,1.312148694
1,1.657551738
0,2.620589151
1,-0.496805937
0,-0.523241161
1,0.790985335
1,0.281457082
1,0.439815224
0,-0.326309
0,0.401069016
1,0.254305717
1,2.391857889
1,1.914153096
0,0.748460991
1,2.300526213
1,1.184905573
1,-0.427064944
1,5.383623051
1,0.263179548
1,2.040727674
0,-0.024569515
1,2.279309838
1,1.593883966
0,-0.246453136
0,-0.497853668
0,3.281060354
1,-0.87773765
1,2.162847352
0,-3.775121341
1,1.667217688
0,2.36179497
1,2.114498619
1,1.432410439
1,1.023201964
0,0.048052318
1,-0.144776203
1,2.860537297
0,-0.300167575
0,0.776777056
0,-0.040475441
0,-0.400909696
0,-1.466330773
1,1.291916235
1,-1.530050005
0,0.628653389
0,-2.770412887
1,2.067944716
1,3.104056179
1,2.104959366
0,3.411447702
0,0.922021149
0,-1.001274787
1,2.394640687
0,-0.993073908
0,-0.657735284
0,-1.960378306
0,-2.875341138
0,1.535522899
0,1.009634518
0,0.787874715
0,-0.600779129
0,-1.012313122
1,-0.1211589
1,0.546704368
1,-2.547539693
1,2.284867894
0,1.532379618
1,-0.330556963
0,0.543032268
0,0.315951335
0,0.127180673
0,1.271329448
1,-0.349770959
1,0.269903999
1,2.393477625
1,-0.664383451
1,0.132642312
1,2.971636256
0,-0.17481472
0,-2.850382995
